Player,Team,Pos,WS,WS/48,Year
Blake Griffin,DET,PF,-0.1,-0.012,2020
Blake Griffin,2TM,PF,2.0,0.081,2021
Blake Griffin,BRK,C,2.1,0.106,2022
Blake Griffin,BOS,C,1.8,0.153,2023
Blake Wesley,SAS,SG,-1.6,-0.114,2023
Blake Wesley,SAS,SG,0.9,0.05,2024
Boban MarjanoviÄ,SAS,C,3.4,0.325,2016
Boban MarjanoviÄ,DET,C,1.7,0.28,2017
Boban MarjanoviÄ,2TM,C,1.5,0.215,2018
Boban MarjanoviÄ,2TM,C,3.0,0.212,2019
Boban MarjanoviÄ,DAL,C,1.8,0.2,2020
Boban MarjanoviÄ,DAL,C,1.0,0.183,2021
Boban MarjanoviÄ,DAL,C,0.1,0.045,2022
Boban MarjanoviÄ,HOU,C,0.6,0.158,2023
Boban MarjanoviÄ,HOU,C,0.2,0.128,2024
Bobby Brown,HOU,PG,0.1,0.04,2017
Bobby Brown,HOU,PG,-0.2,-0.08,2018
Bobby Portis,CHI,PF,1.5,0.066,2016
Bobby Portis,CHI,PF,2.4,0.114,2017
Bobby Portis,CHI,PF,3.5,0.101,2018
Bobby Portis,2TM,PF,1.6,0.06,2019
Bobby Portis,NYK,PF,1.9,0.064,2020
Bobby Portis,MIL,C,4.8,0.167,2021
Bobby Portis,MIL,C,5.5,0.131,2022
Bobby Portis,MIL,PF,5.3,0.139,2023
Bobby Portis,MIL,PF,4.7,0.112,2024
Bobby Simmons,LAC,SF,0.3,0.029,2012
Bogdan BogdanoviÄ,SAC,SG,2.9,0.064,2018
Bogdan BogdanoviÄ,SAC,SG,2.7,0.067,2019
Bogdan BogdanoviÄ,SAC,SG,3.1,0.084,2020
Bogdan BogdanoviÄ,ATL,SG,3.9,0.142,2021
Bogdan BogdanoviÄ,ATL,SG,3.7,0.095,2022
Bogdan BogdanoviÄ,ATL,SG,2.8,0.088,2023
Bogdan BogdanoviÄ,ATL,SG,3.9,0.079,2024
Bojan BogdanoviÄ,BRK,SF,2.4,0.062,2015
Bojan BogdanoviÄ,BRK,SF,0.9,0.021,2016
Bojan BogdanoviÄ,2TM,SF,2.9,0.067,2017
Bojan BogdanoviÄ,IND,SF,5.4,0.105,2018
Bojan BogdanoviÄ,IND,SF,6.8,0.126,2019
Bojan BogdanoviÄ,UTA,SF,4.2,0.096,2020
Bojan BogdanoviÄ,UTA,SF,5.2,0.113,2021
Bojan BogdanoviÄ,UTA,PF,5.2,0.118,2022
Bojan BogdanoviÄ,DET,PF,3.5,0.09,2023
Bojan BogdanoviÄ,2TM,PF,1.1,0.034,2024
Bol Bol,DEN,PF,0.1,0.063,2020
Bol Bol,DEN,PF,0.0,-0.004,2021
Bol Bol,DEN,PF,0.1,0.065,2022
Bol Bol,ORL,PF,2.3,0.072,2023
Bol Bol,PHO,PF,1.6,0.168,2024
Bones Hyland,DEN,SG,2.4,0.088,2022
Bones Hyland,2TM,PG,1.4,0.062,2023
Bones Hyland,LAC,PG,0.0,0.003,2024
Bonzie Colson,MIL,SF,0.2,0.085,2019
Boris Diaw,2TM,PF,0.6,0.019,2012
Boris Diaw,SAS,PF,4.4,0.124,2013
Boris Diaw,SAS,PF,4.9,0.12,2014
Boris Diaw,SAS,PF,3.6,0.088,2015
Boris Diaw,SAS,PF,3.8,0.132,2016
Boris Diaw,UTA,PF,1.1,0.041,2017
Brad Miller,MIN,C,0.2,0.06,2012
Brad Wanamaker,BOS,PG,0.9,0.131,2019
Brad Wanamaker,BOS,PG,3.5,0.124,2020
Brad Wanamaker,2TM,PG,0.9,0.039,2021
Brad Wanamaker,2TM,PG,0.0,0.004,2022
Bradley Beal,WAS,SG,3.0,0.082,2013
Bradley Beal,WAS,SG,4.0,0.076,2014
Bradley Beal,WAS,SG,3.7,0.085,2015
Bradley Beal,WAS,SG,2.7,0.076,2016
Bradley Beal,WAS,SG,8.5,0.152,2017
Bradley Beal,WAS,SG,6.9,0.111,2018
Bradley Beal,WAS,SG,7.6,0.12,2019
Bradley Beal,WAS,SG,5.1,0.118,2020
Bradley Beal,WAS,SG,5.9,0.132,2021
Bradley Beal,WAS,SG,1.4,0.046,2022
Bradley Beal,WAS,SG,3.4,0.099,2023
Bradley Beal,PHO,SG,3.9,0.107,2024
Brandan Wright,DAL,C,3.5,0.215,2012
Brandan Wright,DAL,C,4.1,0.172,2013
Brandan Wright,DAL,C,5.1,0.227,2014
Brandan Wright,3TM,PF,6.1,0.202,2015
Brandan Wright,MEM,PF,0.7,0.147,2016
Brandan Wright,MEM,PF,1.6,0.177,2017
Brandan Wright,2TM,PF,1.3,0.163,2018
Branden Dawson,LAC,PF,0.0,0.069,2016
Brandin Podziemski,GSW,SG,4.1,0.1,2024
Brandon Bass,BOS,PF,4.7,0.122,2012
Brandon Bass,BOS,PF,4.7,0.101,2013
Brandon Bass,BOS,PF,5.1,0.107,2014
Brandon Bass,BOS,PF,5.3,0.132,2015
Brandon Bass,LAL,PF,4.1,0.146,2016
Brandon Bass,LAC,PF,2.2,0.186,2017
Brandon Boston Jr.,LAC,SG,0.4,0.026,2022
Brandon Boston Jr.,LAC,SF,0.2,0.04,2023
Brandon Boston Jr.,LAC,SF,-0.3,-0.04,2024
Brandon Clarke,MEM,PF,5.0,0.183,2020
Brandon Clarke,MEM,PF,4.2,0.142,2021
Brandon Clarke,MEM,PF,6.3,0.241,2022
Brandon Clarke,MEM,PF,4.5,0.199,2023
Brandon Clarke,MEM,PF,0.3,0.108,2024
Brandon Davies,PHI,PF,0.1,0.008,2014
Brandon Davies,2TM,PF,0.2,0.028,2015
Brandon Goodwin,DEN,PG,0.0,0.021,2019
Brandon Goodwin,ATL,PG,0.1,0.013,2020
Brandon Goodwin,ATL,PG,0.2,0.013,2021
Brandon Goodwin,CLE,PG,0.7,0.069,2022
Brandon Ingram,LAL,SF,-0.3,-0.007,2017
Brandon Ingram,LAL,SF,2.8,0.068,2018
Brandon Ingram,LAL,SF,2.0,0.055,2019
Brandon Ingram,NOP,PF,5.1,0.115,2020
Brandon Ingram,NOP,SF,5.3,0.12,2021
Brandon Ingram,NOP,SF,3.9,0.099,2022
Brandon Ingram,NOP,SF,3.5,0.108,2023
Brandon Ingram,NOP,SF,5.1,0.117,2024
Brandon Jennings,MIL,PG,5.5,0.114,2012
Brandon Jennings,MIL,PG,5.8,0.096,2013
Brandon Jennings,DET,PG,3.9,0.068,2014
Brandon Jennings,DET,PG,3.3,0.136,2015
Brandon Jennings,2TM,PG,1.5,0.082,2016
Brandon Jennings,2TM,PG,1.7,0.046,2017
Brandon Jennings,MIL,PG,0.1,0.026,2018
Brandon Knight,DET,PG,1.3,0.029,2012
Brandon Knight,DET,PG,1.1,0.022,2013
Brandon Knight,MIL,PG,2.8,0.055,2014
Brandon Knight,2TM,PG,4.5,0.106,2015
Brandon Knight,PHO,SG,1.7,0.043,2016
Brandon Knight,PHO,SG,0.3,0.015,2017
Brandon Knight,2TM,PG,0.0,-0.002,2019
Brandon Knight,2TM,SG,-0.1,-0.01,2020
Brandon Knight,DAL,PG,0.1,0.091,2022
Brandon Miller,CHO,SF,0.8,0.015,2024
Brandon Paul,SAS,SG,0.5,0.045,2018
Brandon Roy,MIN,SG,0.0,-0.017,2013
Brandon Rush,GSW,SF,3.5,0.099,2012
Brandon Rush,GSW,SF,0.0,0.051,2013
Brandon Rush,UTA,SG,-0.4,-0.05,2014
Brandon Rush,GSW,SG,-0.3,-0.056,2015
Brandon Rush,GSW,SG,2.0,0.09,2016
Brandon Rush,MIN,SG,0.4,0.019,2017
Brandon Sampson,CHI,SG,0.0,0.01,2019
Brandon Williams,POR,PG,-0.5,-0.037,2022
Brandon Williams,DAL,PG,-0.1,-0.044,2024
Braxton Key,2TM,SF,0.2,0.052,2022
Braxton Key,DET,SF,0.0,0.242,2023
Braxton Key,DEN,SF,0.2,0.18,2024
Brendan Haywood,DAL,C,2.7,0.114,2012
Brendan Haywood,CHA,C,0.1,0.006,2013
Brendan Haywood,CLE,C,0.0,0.008,2015
Brian Bowen,IND,SF,-0.1,-0.107,2020
Brian Bowen,IND,SF,0.0,-0.063,2021
Brian Cardinal,DAL,SF,0.0,0.004,2012
Brian Cook,2TM,PF,-0.1,-0.011,2012
Brian Roberts,NOH,PG,2.2,0.078,2013
Brian Roberts,NOP,PG,2.2,0.063,2014
Brian Roberts,CHO,PG,1.8,0.064,2015
Brian Roberts,2TM,PG,1.0,0.105,2016
Brian Roberts,CHO,PG,0.2,0.028,2017
Brian Scalabrine,CHI,PF,0.3,0.108,2012
Brian Skinner,MEM,C,0.0,-0.248,2012
Briante Weber,2TM,PG,0.0,0.004,2016
Briante Weber,2TM,PG,0.3,0.059,2017
Briante Weber,2TM,PG,0.4,0.072,2018
Brice Johnson,LAC,PF,0.0,-0.165,2017
Brice Johnson,2TM,PF,0.2,0.082,2018
Brice Sensabaugh,UTA,SF,-0.3,-0.024,2024
Brodric Thomas,2TM,SG,0.1,0.006,2021
Brodric Thomas,BOS,SG,0.1,0.052,2022
Brook Lopez,NJN,C,0.3,0.091,2012
Brook Lopez,BRK,C,9.0,0.191,2013
Brook Lopez,BRK,C,2.3,0.211,2014
Brook Lopez,BRK,C,7.0,0.159,2015
Brook Lopez,BRK,C,6.2,0.121,2016
Brook Lopez,BRK,C,4.9,0.105,2017
Brook Lopez,LAL,C,3.8,0.105,2018
Brook Lopez,MIL,C,6.7,0.138,2019
Brook Lopez,MIL,C,5.5,0.145,2020
Brook Lopez,MIL,C,5.3,0.133,2021
Brook Lopez,MIL,C,0.7,0.108,2022
Brook Lopez,MIL,C,8.0,0.161,2023
Brook Lopez,MIL,C,5.9,0.117,2024
Bruce Brown,DET,SG,1.5,0.048,2019
Bruce Brown,DET,PG,2.1,0.062,2020
Bruce Brown,BRK,PG,4.4,0.144,2021
Bruce Brown,BRK,SF,4.8,0.13,2022
Bruce Brown,DEN,SF,4.3,0.09,2023
Bruce Brown,2TM,SG,2.2,0.058,2024
Bruno Caboclo,TOR,SF,-0.1,-0.275,2015
Bruno Caboclo,TOR,SF,-0.3,-0.283,2016
Bruno Caboclo,TOR,SF,0.1,0.083,2017
Bruno Caboclo,2TM,SF,0.0,-0.021,2018
Bruno Caboclo,MEM,PF,1.5,0.09,2019
Bruno Caboclo,2TM,C,0.4,0.076,2020
Bruno Caboclo,HOU,PF,-0.1,-0.088,2021
Bruno Fernando,ATL,C,0.8,0.055,2020
Bruno Fernando,ATL,C,-0.1,-0.019,2021
Bruno Fernando,2TM,C,0.4,0.14,2022
Bruno Fernando,2TM,C,0.9,0.109,2023
Bruno Fernando,ATL,C,1.5,0.103,2024
Bryce Cotton,UTA,PG,0.2,0.067,2015
Bryce Cotton,2TM,PG,-0.1,-0.168,2016
Bryce Dejean-Jones,NOP,SG,0.2,0.033,2016
Bryce McGowens,CHO,SG,0.1,0.005,2023
Bryce McGowens,CHO,SG,0.6,0.034,2024
Bryn Forbes,SAS,SG,0.1,0.014,2017
Bryn Forbes,SAS,SG,2.1,0.067,2018
Bryn Forbes,SAS,SG,3.8,0.079,2019
Bryn Forbes,SAS,SG,1.5,0.047,2020
Bryn Forbes,MIL,SG,2.7,0.096,2021
Bryn Forbes,2TM,SG,1.4,0.054,2022
Bryn Forbes,MIN,SG,0.0,0.0,2023
Buddy Boeheim,DET,SF,-0.2,-0.091,2023
Buddy Boeheim,DET,SF,0.1,0.047,2024
Buddy Hield,2TM,SG,1.3,0.032,2017
Buddy Hield,SAC,SG,2.8,0.067,2018
Buddy Hield,SAC,SG,5.9,0.108,2019
Buddy Hield,SAC,SG,3.0,0.064,2020
Buddy Hield,SAC,SG,2.2,0.044,2021
Buddy Hield,2TM,SG,1.9,0.036,2022
Buddy Hield,IND,SF,4.4,0.085,2023
Buddy Hield,2TM,SF,3.5,0.077,2024
Byron Mullens,CHA,C,0.2,0.007,2012
Byron Mullens,CHA,PF,0.1,0.005,2013
Byron Mullens,2TM,C,0.5,0.057,2014
C.J. Miles,UTA,SG,1.5,0.063,2012
C.J. Miles,CLE,SF,2.6,0.092,2013
C.J. Miles,CLE,SG,2.5,0.122,2014
C.J. Miles,IND,SG,3.6,0.093,2015
C.J. Miles,IND,SF,3.1,0.103,2016
C.J. Miles,IND,SF,4.0,0.109,2017
C.J. Miles,TOR,SF,2.9,0.103,2018
C.J. Miles,2TM,SF,0.7,0.041,2019
C.J. Miles,WAS,SF,0.1,0.035,2020
C.J. Miles,BOS,SG,0.0,0.03,2022
C.J. Watson,CHI,PG,2.6,0.109,2012
C.J. Watson,BRK,PG,3.8,0.12,2013
C.J. Watson,IND,PG,3.2,0.13,2014
C.J. Watson,IND,PG,4.0,0.135,2015
C.J. Watson,ORL,PG,0.6,0.047,2016
C.J. Watson,ORL,PG,0.9,0.041,2017
C.J. Wilcox,LAC,SG,0.0,-0.024,2015
C.J. Wilcox,LAC,SG,0.3,0.089,2016
C.J. Wilcox,ORL,SG,-0.2,-0.09,2017
C.J. Williams,LAC,SG,0.7,0.051,2018
C.J. Williams,MIN,SG,0.1,0.042,2019
CJ Elleby,POR,SF,0.1,0.032,2021
CJ Elleby,POR,SF,0.4,0.016,2022
CJ McCollum,POR,SG,0.2,0.019,2014
CJ McCollum,POR,SG,1.8,0.089,2015
CJ McCollum,POR,SG,6.0,0.104,2016
CJ McCollum,POR,SG,7.6,0.131,2017
CJ McCollum,POR,SG,6.6,0.108,2018
CJ McCollum,POR,SG,5.6,0.114,2019
CJ McCollum,POR,SG,4.1,0.077,2020
CJ McCollum,POR,SG,4.7,0.141,2021
CJ McCollum,2TM,PG,3.6,0.081,2022
CJ McCollum,NOP,PG,4.3,0.078,2023
CJ McCollum,NOP,PG,5.9,0.132,2024
Cade Cunningham,DET,SG,-0.5,-0.011,2022
Cade Cunningham,DET,PG,-0.1,-0.018,2023
Cade Cunningham,DET,PG,1.8,0.041,2024
Caleb Houstan,ORL,SF,0.7,0.039,2023
Caleb Houstan,ORL,SF,1.5,0.089,2024
Caleb Martin,CHO,SF,0.5,0.081,2020
Caleb Martin,CHO,SF,0.5,0.03,2021
Caleb Martin,MIA,SF,4.0,0.139,2022
Caleb Martin,MIA,SF,3.7,0.086,2023
Caleb Martin,MIA,SF,2.4,0.066,2024
Caleb Swanigan,POR,PF,0.0,-0.003,2018
Caleb Swanigan,2TM,PF,-0.2,-0.06,2019
Caleb Swanigan,2TM,PF,0.0,0.004,2020
Cam Reddish,ATL,SF,-0.4,-0.011,2020
Cam Reddish,ATL,SF,0.4,0.026,2021
Cam Reddish,2TM,SF,1.0,0.046,2022
Cam Reddish,2TM,SF,0.9,0.046,2023
Cam Reddish,LAL,SF,0.6,0.03,2024
Cam Thomas,BRK,SG,0.8,0.033,2022
Cam Thomas,BRK,SG,1.0,0.049,2023
Cam Thomas,BRK,SG,2.5,0.058,2024
Cam Whitmore,HOU,SF,1.5,0.082,2024
Cameron Bairstow,CHI,PF,-0.1,-0.048,2015
Cameron Bairstow,CHI,C,0.0,-0.004,2016
Cameron Johnson,PHO,PF,2.7,0.102,2020
Cameron Johnson,PHO,PF,2.6,0.086,2021
Cameron Johnson,PHO,PF,5.6,0.156,2022
Cameron Johnson,2TM,PF,3.5,0.142,2023
Cameron Johnson,BRK,PF,3.3,0.1,2024
Cameron McGriff,POR,SF,0.1,0.097,2022
Cameron Oliver,HOU,SF,0.2,0.114,2021
Cameron Oliver,ATL,SF,0.2,0.219,2022
Cameron Payne,OKC,PG,1.4,0.093,2016
Cameron Payne,2TM,PG,-0.3,-0.035,2017
Cameron Payne,CHI,PG,0.8,0.063,2018
Cameron Payne,2TM,PG,0.5,0.031,2019
Cameron Payne,PHO,SG,0.5,0.12,2020
Cameron Payne,PHO,PG,3.6,0.158,2021
Cameron Payne,PHO,PG,1.9,0.073,2022
Cameron Payne,PHO,PG,1.1,0.053,2023
Cameron Payne,2TM,PG,2.4,0.089,2024
Cameron Reynolds,MIN,SG,0.4,0.078,2019
Cameron Reynolds,2TM,SF,0.0,-0.039,2021
Caris LeVert,BRK,SF,1.8,0.07,2017
Caris LeVert,BRK,SF,2.3,0.058,2018
Caris LeVert,BRK,SF,1.7,0.077,2019
Caris LeVert,BRK,SG,1.5,0.055,2020
Caris LeVert,2TM,SG,2.4,0.077,2021
Caris LeVert,2TM,SG,2.2,0.059,2022
Caris LeVert,CLE,SG,4.4,0.095,2023
Caris LeVert,CLE,SG,3.6,0.088,2024
Carl Landry,NOH,PF,2.9,0.139,2012
Carl Landry,GSW,PF,6.2,0.159,2013
Carl Landry,SAC,PF,0.4,0.088,2014
Carl Landry,SAC,PF,2.8,0.112,2015
Carl Landry,PHI,PF,2.1,0.176,2016
Carldell Johnson,NOH,PG,0.0,-0.003,2012
Carlik Jones,2TM,PG,-0.1,-0.285,2022
Carlik Jones,CHI,PG,0.1,0.078,2023
Carlos Boozer,CHI,PF,7.6,0.187,2012
Carlos Boozer,CHI,PF,5.7,0.108,2013
Carlos Boozer,CHI,PF,3.4,0.076,2014
Carlos Boozer,LAL,PF,2.2,0.062,2015
Carlos Delfino,MIL,SF,2.4,0.075,2012
Carlos Delfino,HOU,SF,3.5,0.101,2013
Carmelo Anthony,NYK,SF,6.2,0.16,2012
Carmelo Anthony,NYK,PF,9.5,0.184,2013
Carmelo Anthony,NYK,PF,10.7,0.172,2014
Carmelo Anthony,NYK,SF,2.9,0.097,2015
Carmelo Anthony,NYK,SF,6.4,0.121,2016
Carmelo Anthony,NYK,SF,4.7,0.089,2017
Carmelo Anthony,OKC,PF,3.7,0.071,2018
Carmelo Anthony,HOU,PF,0.3,0.048,2019
Carmelo Anthony,POR,PF,1.3,0.033,2020
Carmelo Anthony,POR,PF,2.6,0.073,2021
Carmelo Anthony,LAL,PF,3.6,0.097,2022
Caron Butler,LAC,SF,2.3,0.059,2012
Caron Butler,LAC,SF,3.6,0.091,2013
Caron Butler,2TM,SF,1.8,0.062,2014
Caron Butler,DET,SF,2.4,0.07,2015
Caron Butler,SAC,SF,0.3,0.071,2016
Carrick Felix,CLE,SG,0.0,0.057,2014
Carsen Edwards,BOS,SG,0.1,0.014,2020
Carsen Edwards,BOS,SG,0.3,0.051,2021
Carsen Edwards,DET,SG,-0.1,-0.075,2022
Cartier Martin,WAS,SF,0.7,0.09,2012
Cartier Martin,WAS,SF,0.7,0.047,2013
Cartier Martin,2TM,SF,1.3,0.07,2014
Cartier Martin,DET,SF,-0.2,-0.053,2015
Cason Wallace,OKC,SG,4.0,0.115,2024
Casper Ware,PHI,PG,0.2,0.071,2014
Cassius Stanley,IND,SG,-0.1,-0.05,2021
Cassius Stanley,DET,SG,0.1,0.021,2022
Cassius Winston,WAS,PG,0.1,0.066,2021
Cassius Winston,WAS,PG,0.0,0.015,2022
Cat Barber,ATL,PG,-0.1,-0.45,2022
Cedi Osman,CLE,SF,0.9,0.064,2018
Cedi Osman,CLE,SF,1.5,0.029,2019
Cedi Osman,CLE,SF,1.6,0.04,2020
Cedi Osman,CLE,SF,0.5,0.014,2021
Cedi Osman,CLE,SF,2.9,0.094,2022
Cedi Osman,CLE,SF,3.3,0.103,2023
Cedi Osman,SAS,SF,1.9,0.071,2024
Chance Comanche,POR,C,0.0,0.043,2023
Chandler Hutchison,CHI,SF,0.6,0.03,2019
Chandler Hutchison,CHI,SF,0.7,0.06,2020
Chandler Hutchison,2TM,SF,-0.1,-0.007,2021
Chandler Hutchison,PHO,SF,0.0,-0.086,2022
Chandler Parsons,HOU,SF,3.4,0.09,2012
Chandler Parsons,HOU,SF,7.0,0.121,2013
Chandler Parsons,HOU,SF,7.6,0.131,2014
Chandler Parsons,DAL,SF,5.5,0.121,2015
Chandler Parsons,DAL,SF,4.3,0.114,2016
Chandler Parsons,MEM,SF,0.2,0.015,2017
Chandler Parsons,MEM,SF,1.1,0.077,2018
Chandler Parsons,MEM,SF,0.0,-0.004,2019
Chandler Parsons,ATL,PF,-0.1,-0.065,2020
Channing Frye,PHO,PF,3.7,0.106,2012
Channing Frye,PHO,PF,5.3,0.109,2014
Channing Frye,ORL,PF,2.1,0.053,2015
Channing Frye,2TM,C,3.0,0.119,2016
Channing Frye,CLE,C,3.7,0.125,2017
Channing Frye,2TM,C,1.5,0.101,2018
Channing Frye,CLE,C,0.1,0.016,2019
Charles Bassey,PHI,C,0.8,0.22,2022
Charles Bassey,SAS,C,1.3,0.122,2023
Charles Bassey,SAS,C,0.7,0.157,2024
Charles Cooke,NOP,SG,-0.2,-0.239,2018
Charles Jenkins,GSW,PG,0.5,0.028,2012
Charles Jenkins,2TM,SG,0.0,-0.005,2013
Charlie Brown Jr.,ATL,SG,0.0,-0.028,2020
Charlie Brown Jr.,OKC,SG,-0.1,-0.032,2021
Charlie Brown Jr.,2TM,SG,0.0,0.012,2022
Charlie Brown Jr.,NYK,SG,-0.1,-0.124,2024
Charlie Villanueva,DET,PF,0.4,0.096,2012
Charlie Villanueva,DET,PF,1.6,0.069,2013
Charlie Villanueva,DET,PF,0.1,0.034,2014
Charlie Villanueva,DAL,PF,1.4,0.096,2015
Charlie Villanueva,DAL,PF,0.2,0.016,2016
Chase Budinger,HOU,SF,3.0,0.111,2012
Chase Budinger,MIN,SF,0.7,0.066,2013
Chase Budinger,MIN,SF,0.9,0.059,2014
Chase Budinger,MIN,SF,1.3,0.049,2015
Chase Budinger,2TM,SF,1.4,0.073,2016
Chasson Randle,2TM,PG,0.7,0.106,2017
Chasson Randle,WAS,PG,0.6,0.041,2019
Chasson Randle,GSW,PG,0.0,0.045,2020
Chasson Randle,ORL,PG,0.0,-0.001,2021
Chauncey Billups,LAC,SG,1.7,0.135,2012
Chauncey Billups,LAC,SG,1.3,0.146,2013
Chauncey Billups,DET,SG,-0.3,-0.042,2014
Chaundee Brown Jr.,2TM,SG,0.0,0.002,2022
Cheick Diallo,NOP,PF,0.5,0.111,2017
Cheick Diallo,NOP,PF,1.9,0.157,2018
Cheick Diallo,NOP,PF,2.6,0.14,2019
Cheick Diallo,PHO,C,1.3,0.132,2020
Cheick Diallo,DET,C,0.1,0.108,2022
Chet Holmgren,OKC,C,8.9,0.178,2024
Chima Moneke,SAC,SF,0.0,-0.288,2023
Chimezie Metu,SAS,PF,-0.3,-0.099,2019
Chimezie Metu,SAS,C,0.3,0.13,2020
Chimezie Metu,SAC,C,0.6,0.061,2021
Chimezie Metu,SAC,C,1.5,0.056,2022
Chimezie Metu,SAC,PF,2.1,0.143,2023
Chimezie Metu,2TM,C,1.5,0.085,2024
Chinanu Onuaku,HOU,C,0.1,0.123,2017
Chinanu Onuaku,HOU,C,-0.1,-0.147,2018
Chris Andersen,DEN,C,1.9,0.183,2012
Chris Andersen,MIA,C,2.7,0.207,2013
Chris Andersen,MIA,C,6.0,0.205,2014
Chris Andersen,MIA,C,3.6,0.151,2015
Chris Andersen,2TM,C,1.3,0.149,2016
Chris Andersen,CLE,C,0.2,0.102,2017
Chris Babb,BOS,SG,0.0,-0.008,2014
Chris Bosh,MIA,PF,6.9,0.165,2012
Chris Bosh,MIA,C,9.0,0.175,2013
Chris Bosh,MIA,C,8.0,0.152,2014
Chris Bosh,MIA,C,3.6,0.111,2015
Chris Bosh,MIA,PF,6.4,0.172,2016
Chris Boucher,GSW,PF,0.0,-0.899,2018
Chris Boucher,TOR,PF,0.7,0.194,2019
Chris Boucher,TOR,C,3.8,0.224,2020
Chris Boucher,TOR,C,6.1,0.201,2021
Chris Boucher,TOR,SF,6.0,0.169,2022
Chris Boucher,TOR,PF,5.0,0.156,2023
Chris Boucher,TOR,PF,1.7,0.119,2024
Chris Chiozza,HOU,PG,0.0,0.023,2019
Chris Chiozza,2TM,PG,0.5,0.055,2020
Chris Chiozza,BRK,PG,0.3,0.063,2021
Chris Chiozza,GSW,PG,0.0,-0.004,2022
Chris Clemons,HOU,SG,0.4,0.058,2020
Chris Copeland,NYK,PF,2.1,0.117,2013
Chris Copeland,IND,SF,1.0,0.186,2014
Chris Copeland,IND,SF,-0.1,-0.008,2015
Chris Copeland,MIL,PF,-0.1,-0.017,2016
Chris Douglas-Roberts,DAL,SG,0.1,0.041,2013
Chris Douglas-Roberts,CHA,SF,2.4,0.113,2014
Chris Douglas-Roberts,LAC,SG,0.0,0.02,2015
Chris Duarte,IND,SG,0.9,0.029,2022
Chris Duarte,IND,SF,0.0,-0.003,2023
Chris Duarte,SAC,SF,0.7,0.047,2024
Chris Duhon,ORL,PG,1.3,0.051,2012
Chris Duhon,LAL,PG,1.0,0.056,2013
Chris Johnson,2TM,C,0.2,0.059,2012
Chris Johnson,MIN,C,1.0,0.176,2013
Chris Johnson,MEM,SF,0.2,0.112,2013
Chris Johnson,BOS,SF,1.4,0.085,2014
Chris Johnson,3TM,SF,0.8,0.074,2015
Chris Johnson,UTA,SF,1.1,0.059,2016
Chris Kaman,NOH,C,0.7,0.024,2012
Chris Kaman,DAL,C,1.6,0.058,2013
Chris Kaman,LAL,C,0.5,0.036,2014
Chris Kaman,POR,C,3.3,0.112,2015
Chris Kaman,POR,C,0.1,0.037,2016
Chris Livingston,MIL,SF,0.1,0.027,2024
Chris McCullough,BRK,PF,0.3,0.043,2016
Chris McCullough,2TM,PF,0.1,0.072,2017
Chris McCullough,WAS,PF,0.2,0.081,2018
Chris Paul,LAC,PG,12.7,0.278,2012
Chris Paul,LAC,PG,13.9,0.287,2013
Chris Paul,LAC,PG,12.2,0.27,2014
Chris Paul,LAC,PG,16.1,0.27,2015
Chris Paul,LAC,PG,12.7,0.253,2016
Chris Paul,LAC,PG,10.6,0.264,2017
Chris Paul,HOU,PG,10.2,0.265,2018
Chris Paul,HOU,PG,6.6,0.172,2019
Chris Paul,OKC,PG,8.9,0.193,2020
Chris Paul,PHO,PG,9.2,0.201,2021
Chris Paul,PHO,PG,9.4,0.21,2022
Chris Paul,PHO,PG,6.2,0.156,2023
Chris Paul,GSW,PG,4.3,0.136,2024
Chris Quinn,CLE,SG,-0.2,-0.124,2013
Chris Silva,MIA,PF,1.3,0.178,2020
Chris Silva,2TM,PF,0.2,0.101,2021
Chris Silva,2TM,PF,0.3,0.137,2022
Chris Silva,DAL,PF,0.0,-0.26,2023
Chris Singleton,WAS,SF,1.5,0.052,2012
Chris Singleton,WAS,PF,0.5,0.028,2013
Chris Singleton,WAS,SF,0.2,0.033,2014
Chris Smith,NYK,PG,0.0,-0.02,2014
Chris Wilcox,BOS,C,1.3,0.132,2012
Chris Wilcox,BOS,C,3.1,0.181,2013
Chris Wright,GSW,SF,0.6,0.163,2012
Chris Wright,DAL,SG,0.0,-0.375,2013
Chris Wright,MIL,SF,0.3,0.102,2014
Christian Braun,DEN,SG,1.9,0.079,2023
Christian Braun,DEN,SG,3.4,0.1,2024
Christian Eyenga,2TM,SF,-0.1,-0.061,2012
Christian Koloko,TOR,C,1.7,0.104,2023
Christian Wood,PHI,PF,0.3,0.097,2016
Christian Wood,CHO,PF,0.3,0.125,2017
Christian Wood,2TM,PF,0.8,0.151,2019
Christian Wood,DET,PF,5.1,0.183,2020
Christian Wood,HOU,C,2.8,0.1,2021
Christian Wood,HOU,C,4.9,0.112,2022
Christian Wood,DAL,C,4.8,0.132,2023
Christian Wood,LAL,PF,1.2,0.064,2024
Chuck Hayes,SAC,C,0.6,0.028,2012
Chuck Hayes,SAC,C,1.5,0.06,2013
Chuck Hayes,2TM,C,1.4,0.086,2014
Chuck Hayes,TOR,C,0.5,0.091,2015
Chuck Hayes,HOU,C,0.0,-0.016,2016
Chuma Okeke,ORL,PF,1.3,0.056,2021
Chuma Okeke,ORL,PF,2.2,0.06,2022
Chuma Okeke,ORL,SF,0.7,0.061,2023
Chuma Okeke,ORL,SF,0.3,0.029,2024
Cleanthony Early,NYK,SF,-0.4,-0.03,2015
Cleanthony Early,NYK,SF,-0.2,-0.075,2016
